name,schluessel,gemeinde,gmdschl,bbox
Bottrop,55130,Bottrop,5512000,"(352320.2, 5707134.18, 361220.89, 5714550.96)"
Kirchhellen,55132,Bottrop,5512000,"(349824.77, 5713303.91, 360428.27, 5723563.4)"
Anholt,55140,Isselburg,5554032,"(320078.87, 5745384.72, 326373.99, 5750241.74)"
Bocholt,55142,Bocholt,5554008,"(333317.6, 5743306.59, 339440.58, 5748658.52)"
Bismarck,55143,Gelsenkirchen,5513000,"(366036.44, 5709061.24, 370806.4, 5712667.94)"
Borken,55145,Borken,5554012,"(350391.94, 5744072.31, 356269.61, 5748433.15)"
Marbeck,55146,Borken,5554012,"(351366.87, 5738006.66, 356813.68, 5744912.66)"
Rhede,55147,Rhede,5554048,"(338536.68, 5743360.17, 344786.31, 5747070.49)"
Raesfeld,55148,Raesfeld,5554040,"(346038.22, 5735120.09, 353515.77, 5741399.34)"
Ramsdorf,55150,Velen,5554064,"(354334.71, 5746511.51, 360038.83, 5756653.52)"
Weseke,55151,Borken,5554012,"(348320.49, 5750719.3, 356181.2, 5755744.13)"
Gemen,55152,Borken,5554012,"(351315.29, 5746572.31, 354121.94, 5750490.74)"
Heiden,55153,Heiden,5554028,"(354543.65, 5737649.8, 364070.39, 5748723.56)"
Groß-Reken,55154,Reken,5554044,"(360562.66, 5740537.09, 370137.97, 5750396.89)"
Dülmen-Stadt,55155,Dülmen,5558016,"(378586.7, 5740946.85, 384439.88, 5745744.88)"
Buldern,55156,Dülmen,5558016,"(381578.07, 5745066.68, 391734.46, 5751845.04)"
Ahaus,55180,Ahaus,5554004,"(362143.36, 5767920.26, 367554.43, 5774198.35)"
Schöppingen-Kirchspiel,55185,Schöppingen,5554052,"(369959.7, 5767269.4, 381734.27, 5776981.96)"
Epe,55223,Gronau (Westf.),5554020,"(359872.95, 5777882.25, 370266.2, 5785575.35)"
Gemen-Kirchspiel,55227,Borken,5554012,"(348613.38, 5746547.76, 355619.53, 5751344.52)"
Lowick,55230,Bocholt,5554008,"(331454.81, 5743987.88, 334344.97, 5747647.13)"
Mussum,55231,Bocholt,5554008,"(329431.13, 5740458.23, 335461.02, 5744680.34)"
Spork,55232,Bocholt,5554008,"(329339.89, 5746938.55, 333068.73, 5751392.01)"
Stenern,55233,Bocholt,5554008,"(335513.98, 5746941.85, 339526.45, 5752796.29)"
Hoxfeld,55237,Borken,5554012,"(344658.18, 5744237.56, 351469.37, 5748816.24)"
Rhedebrügge,55238,Borken,5554012,"(343742.62, 5740188.74, 348159.45, 5746261.23)"
Borkenwirthe,55240,Borken,5554012,"(344747.7, 5747048.27, 351879.38, 5753788.62)"
Krommert,55242,Rhede,5554048,"(339942.76, 5737745.85, 345603.81, 5743829.62)"
Tungerloh-Capellen,55250,Gescher,5554016,"(363948.36, 5755909.31, 368820.59, 5761990.53)"
Harwick,55252,Gescher,5554016,"(360121.42, 5756445.7, 365191.4, 5761427.88)"
Tungerloh-Pröbsting,55253,Gescher,5554016,"(362125.07, 5749950.53, 368086.53, 5756748.56)"
Dülmen-Kirchspiel,55254,Dülmen,5558016,"(375988.77, 5737816.79, 391208.36, 5750716.63)"
Hörstel,55261,Hörstel,5566016,"(399506.11, 5792889.45, 408118.17, 5800284.45)"
Gröblingen,55263,Sassenberg,5570036,"(429708.13, 5757226.41, 434931.65, 5763112.04)"
Velsen,55264,Warendorf,5570052,"(425151.14, 5757408.28, 430912.11, 5761231.75)"
Vohren,55265,Warendorf,5570052,"(431483.19, 5751414.68, 438307.52, 5757357.4)"
Bulmke,55266,Gelsenkirchen,5513000,"(368201.94, 5707417.77, 369972.44, 5709587.35)"
Gelsenkirchen,55267,Gelsenkirchen,5513000,"(366876.01, 5706826.26, 368759.3, 5709359.77)"
Heßler,55268,Gelsenkirchen,5513000,"(362786.53, 5708176.33, 367345.54, 5711495.55)"
Schalke,55270,Gelsenkirchen,5513000,"(365664.74, 5707427.21, 368368.22, 5710376.7)"
Ückendorf,55271,Gelsenkirchen,5513000,"(367932.39, 5705001.17, 371762.29, 5707992.98)"
Heelden,55273,Isselburg,5554032,"(322155.43, 5742203.34, 326893.85, 5744065.07)"
Lette,55276,Coesfeld,5558012,"(369215.28, 5745897.8, 379260.34, 5753906.82)"
Schonebeck,55277,Havixbeck,5558020,"(393884.82, 5754932.15, 398532.26, 5761947.16)"
Bladenhorst,55278,Castrop-Rauxel,5562004,"(379574.14, 5713021.04, 382503.84, 5715686.68)"
Habinghorst,55285,Castrop-Rauxel,5562004,"(380708.26, 5715242.06, 383781.45, 5717628.55)"
Ickern,55286,Castrop-Rauxel,5562004,"(383237.77, 5715317.96, 387207.8, 5718249.71)"
Castrop,55287,Castrop-Rauxel,5562004,"(380895.11, 5710316.37, 384640.12, 5714590.34)"
Rauxel,55290,Castrop-Rauxel,5562004,"(382129.51, 5711092.51, 385572.83, 5715771.4)"
Beckum,55291,Beckum,5570008,"(427699.85, 5728244.95, 440488.86, 5741345.36)"
Oelde,55292,Oelde,5570028,"(436712.05, 5734453.6, 448962.32, 5750213.79)"
Wadersloh,55293,Wadersloh,5570048,"(438949.09, 5723301.43, 453039.16, 5736693.16)"
Kettwig,53150,Essen,5113000,"(354173.04, 5690450.68, 359810.83, 5695128.01)"
Bedburg,54610,Bedburg,5362004,"(327711.62, 5649236.02, 335827.66, 5655455.55)"
Nachrodt-Wiblingwerde,51003,Nachrodt-Wiblingwerde,5962044,"(400831.3, 5681354.76, 407155.53, 5689831.8)"
Altena,51004,Altena,5962004,"(404525.33, 5677188.18, 412172.06, 5686057.71)"
Halver,51005,Halver,5962012,"(389412.02, 5664804.54, 400868.06, 5677571.62)"
Herscheid,51006,Herscheid,5962020,"(408397.13, 5666183.42, 417028.66, 5676165.99)"
Kierspe,51007,Kierspe,5962028,"(396614.79, 5661846.75, 407089.04, 5671985.64)"
Rönsahl,51008,Kierspe,5962028,"(394656.93, 5662040.43, 398718.8, 5666555.15)"
Dahle,51014,Altena,5962004,"(411515.89, 5682497.06, 414109.2, 5685854.46)"
Neuenrade,51015,Neuenrade,5962048,"(411435.07, 5679832.26, 417041.61, 5685901.28)"
Ohle,51016,Plettenberg,5962052,"(413926.96, 5673759.59, 420821.25, 5679286.9)"
Werdohl,51017,Werdohl,5962060,"(408709.48, 5674915.48, 417216.38, 5682713.83)"
Dankelmert,51018,Plettenberg,5962052,"(416224.54, 5667444.12, 426577.67, 5673239.24)"
Eiringhausen,51019,Plettenberg,5962052,"(419893.59, 5673013.12, 426758.52, 5678687.9)"
Holthausen,51020,Plettenberg,5962052,"(415582.27, 5669513.07, 421040.94, 5676445.42)"
Plettenberg,51021,Plettenberg,5962052,"(420082.34, 5671346.41, 424715.06, 5676057.79)"
Allendorf,51022,Sundern (Sauerl.),5958044,"(423504.37, 5677392.83, 428575.86, 5683122.72)"
Amecke,51023,Sundern (Sauerl.),5958044,"(423421.69, 5681657.48, 428471.01, 5687823.48)"
Endorf,51024,Sundern (Sauerl.),5958044,"(430350.77, 5676621.37, 436080.23, 5685044.47)"
Hagen,51025,Sundern (Sauerl.),5958044,"(425340.0, 5676944.99, 432174.66, 5680606.4)"
Stockum,51027,Sundern (Sauerl.),5958044,"(427286.38, 5679393.66, 431556.59, 5687245.54)"
Sundern,51028,Sundern (Sauerl.),5958044,"(428142.12, 5684263.06, 432877.45, 5689585.91)"
Wildewiese,51029,Sundern (Sauerl.),5958044,"(425290.3, 5676292.08, 430763.71, 5677605.96)"
Arnsberg,51030,Arnsberg,5958004,"(432285.7, 5689703.85, 437627.93, 5696755.89)"
Affeln,51031,Neuenrade,5962048,"(417058.38, 5677702.61, 423060.23, 5683011.43)"
Altenaffeln,51032,Neuenrade,5962048,"(420674.79, 5677902.48, 424816.97, 5682849.93)"
Durchholz,51082,Witten,5954036,"(379108.56, 5692387.01, 381837.81, 5695828.17)"
Heven,51084,Witten,5954036,"(380080.51, 5697968.99, 383534.55, 5701994.03)"
Stiepel,51085,Bochum,5911000,"(373803.19, 5696965.42, 379732.62, 5700577.99)"
Ostherbede,51087,Witten,5954036,"(379473.26, 5697611.3, 381873.86, 5699227.24)"
Asbeck,51033,Menden (Sauerl.),5962040,"(420954.9, 5693830.96, 423233.26, 5695617.4)"
Beckum,51035,Balve,5962008,"(421864.52, 5686684.71, 424260.1, 5692165.18)"
Blintrop,51036,Neuenrade,5962048,"(418721.62, 5681188.74, 421924.23, 5684461.86)"
Bochum,51107,Bochum,5911000,"(374476.4, 5703841.38, 378671.43, 5706353.39)"
Mellen,51041,Balve,5962008,"(422075.38, 5685177.82, 425557.63, 5688955.52)"
Volkringhausen,51042,Balve,5962008,"(418702.36, 5689656.07, 422453.92, 5692633.78)"
Altenhellefeld,51043,Sundern (Sauerl.),5958044,"(435587.65, 5683220.84, 439213.72, 5686965.15)"
Munscheid,51155,Bochum,5911000,"(372547.64, 5699993.44, 373342.34, 5700822.98)"
Altastenberg,51204,Winterberg,5958048,"(461003.08, 5670273.32, 463518.58, 5672293.68)"
Linnepe,51049,Sundern (Sauerl.),5958044,"(433005.24, 5683185.77, 437059.41, 5686203.38)"
Antfeld,51163,Olsberg,5958036,"(459534.81, 5690119.51, 464494.94, 5698271.99)"
Meinkenbracht,51050,Sundern (Sauerl.),5958044,"(435238.15, 5679244.3, 437692.54, 5683391.19)"
Rumbeck,51052,Arnsberg,5958004,"(436932.54, 5690374.89, 439513.37, 5695531.74)"
Visbeck,51054,Meschede,5958032,"(437444.55, 5685453.76, 440621.66, 5688337.72)"
Bachum,51056,Arnsberg,5958004,"(424653.44, 5699745.85, 426677.86, 5703004.12)"
Grimlinghausen,51171,Bestwig,5958008,"(460386.28, 5692744.33, 461381.33, 5694141.21)"
Bruchhausen,51057,Arnsberg,5958004,"(430988.25, 5696962.98, 433023.32, 5698371.66)"
Echthausen,51058,Wickede (Ruhr),5974056,"(420826.94, 5703573.08, 425315.68, 5706695.16)"
Enkhausen,51059,Sundern (Sauerl.),5958044,"(427094.97, 5689934.55, 428773.32, 5693614.0)"
Estinghausen,51060,Sundern (Sauerl.),5958044,"(425790.06, 5690645.28, 427691.16, 5693161.13)"
Langscheid,51067,Sundern (Sauerl.),5958044,"(424572.92, 5687033.93, 428639.29, 5690495.07)"
Stemel,51070,Sundern (Sauerl.),5958044,"(428880.83, 5688662.58, 430625.74, 5690585.96)"
Wennigloh,51072,Arnsberg,5958004,"(429767.67, 5690515.11, 433261.2, 5694064.84)"
Hirschberg,51076,Warstein,5974044,"(446611.19, 5695430.71, 451298.7, 5700515.93)"
Mülheim,51077,Warstein,5974044,"(450064.14, 5704111.15, 452987.33, 5706564.08)"
Buchholz,51081,Witten,5954036,"(377979.34, 5693887.23, 379271.52, 5697043.82)"
Bergen,51092,Bochum,5911000,"(377186.56, 5707707.21, 378728.02, 5709432.37)"
Gerthe,51094,Bochum,5911000,"(379997.76, 5706467.28, 383081.25, 5710296.41)"
Grumme,51096,Bochum,5911000,"(375890.09, 5705674.94, 379829.56, 5708107.32)"
Hamme,51097,Bochum,5911000,"(372326.36, 5703632.68, 376044.1, 5707098.21)"
Harpen,51098,Bochum,5911000,"(378280.08, 5704810.12, 381863.87, 5707964.58)"
Hordel,51100,Bochum,5911000,"(371514.97, 5706250.43, 373833.83, 5708008.04)"
Baak,51109,Hattingen,5954016,"(371693.89, 5696517.68, 373831.35, 5698077.45)"
Niederbonsfeld,51115,Hattingen,5954016,"(368906.31, 5693098.02, 372260.21, 5695650.61)"
Niederbredenscheid,51116,Hattingen,5954016,"(371355.62, 5690986.14, 373654.94, 5693916.58)"
Niederwenigern,51119,Hattingen,5954016,"(368903.51, 5694481.06, 371197.72, 5697075.14)"
Oberbredenscheid,51121,Hattingen,5954016,"(373129.4, 5691442.7, 375940.93, 5694026.25)"
Oberelfringhausen,51122,Hattingen,5954016,"(371516.03, 5685866.19, 375070.89, 5689866.12)"
Oberstüter,51123,Hattingen,5954016,"(373229.75, 5687882.49, 376975.73, 5690754.62)"
Welper,51124,Hattingen,5954016,"(373607.16, 5696127.0, 376399.88, 5697951.16)"
Wanne-Eickel,51128,Herne,5916000,"(369895.93, 5707390.19, 375630.25, 5712967.27)"
Herne,51132,Herne,5916000,"(375175.53, 5708838.54, 379054.6, 5712311.37)"
Hiltrop,51133,Bochum,5911000,"(378078.56, 5707071.54, 380477.6, 5709918.06)"
Horsthausen,51135,Herne,5916000,"(376114.41, 5711815.94, 379169.5, 5715049.58)"
Düren,51138,Witten,5954036,"(385115.09, 5702121.18, 386294.64, 5704973.84)"
Silbach,51210,Winterberg,5958048,"(463099.7, 5674277.78, 465344.25, 5676136.58)"
Stockum,51141,Witten,5954036,"(385436.04, 5702094.23, 388141.92, 5704764.78)"
Leithe,51154,Bochum,5911000,"(368210.77, 5703998.23, 369432.74, 5705505.8)"
Assinghausen,51164,Olsberg,5958036,"(464091.05, 5682716.63, 466954.13, 5687391.01)"
Bruchhausen,51166,Olsberg,5958036,"(466199.69, 5679858.46, 470258.48, 5687306.55)"
Brunskappel,51167,Olsberg,5958036,"(462713.63, 5679201.87, 465217.51, 5683343.07)"
Elleringhausen,51168,Olsberg,5958036,"(466959.98, 5685415.97, 469825.19, 5688929.38)"
Rixen,51220,Brilon,5958012,"(464491.31, 5694891.26, 467003.48, 5697310.52)"
Elpe,51169,Olsberg,5958036,"(459728.11, 5678822.53, 462920.16, 5683410.4)"
Eßhoff,51170,Brilon,5958012,"(462515.09, 5694428.32, 463673.41, 5695338.87)"
Schüren,51236,Dortmund,5913000,"(397052.13, 5704694.21, 399073.95, 5707304.34)"
Sölde,51237,Dortmund,5913000,"(400840.2, 5703690.96, 403459.17, 5707298.9)"
Wickede,51238,Dortmund,5913000,"(402415.66, 5707175.51, 405527.29, 5712125.92)"
Dortmund,51239,Dortmund,5913000,"(390520.45, 5705033.86, 397743.18, 5711664.81)"
Barop,51240,Dortmund,5913000,"(389300.64, 5704175.41, 392210.13, 5706338.03)"
Helmeringhausen,51172,Olsberg,5958036,"(462063.13, 5685004.13, 464001.2, 5688856.19)"
Olsberg,51173,Olsberg,5958036,"(463886.99, 5687147.26, 467253.96, 5691464.02)"
Wiemeringhausen,51175,Olsberg,5958036,"(464105.22, 5679565.33, 468101.08, 5683497.3)"
Wulmeringhausen,51176,Olsberg,5958036,"(462523.93, 5682659.13, 464759.33, 5686744.99)"
Liesen,51181,Hallenberg,5958020,"(470273.78, 5664051.91, 474442.26, 5667960.14)"
Züschen,51182,Winterberg,5958048,"(464213.53, 5663762.65, 471482.38, 5668746.39)"
Berge,51183,Medebach,5958028,"(478777.48, 5666456.17, 481664.12, 5669114.88)"
Weickede,51484,Rüthen,5974036,"(456178.88, 5711723.92, 457450.99, 5713753.94)"
Deifeld,51184,Medebach,5958028,"(472874.57, 5674531.23, 477478.2, 5677486.53)"
Dreislar,51185,Medebach,5958028,"(476429.0, 5664581.42, 479810.06, 5667599.07)"
Düdinghausen,51186,Medebach,5958028,"(476751.7, 5677914.23, 481656.36, 5680661.29)"
Oberschledorn,51190,Medebach,5958028,"(477899.7, 5675101.53, 481513.34, 5678944.01)"
Referinghausen,51191,Medebach,5958028,"(476551.88, 5675101.53, 479181.16, 5679046.76)"
Titmaringhausen,51192,Medebach,5958028,"(472718.1, 5676459.45, 477550.96, 5679664.22)"
Beringhausen,51193,Marsberg,5958024,"(479647.6, 5693994.26, 483697.77, 5696620.06)"
Borntosten,51194,Marsberg,5958024,"(488624.9, 5691763.07, 491754.88, 5694126.81)"
Bönninghausen,51488,Geseke,5974020,"(462817.14, 5722240.85, 464288.93, 5724205.55)"
Erlinghausen,51195,Marsberg,5958024,"(490862.44, 5696389.34, 494552.91, 5701170.6)"
Heddinghausen,51197,Marsberg,5958024,"(491361.63, 5693209.19, 494000.99, 5696811.99)"
Helminghausen,51198,Marsberg,5958024,"(479146.54, 5691234.45, 482814.43, 5693541.19)"
Canstein,51199,Marsberg,5958024,"(492623.42, 5692998.36, 496052.06, 5695868.38)"
Olpe-Stadt,51567,Olpe,5966024,"(416767.83, 5651053.42, 422167.08, 5656288.35)"
Leitmar,51200,Marsberg,5958024,"(489010.02, 5693019.51, 492386.37, 5696378.48)"
Udorf,51203,Marsberg,5958024,"(493219.71, 5695252.22, 496635.81, 5697783.8)"
Radlinghausen,51219,Brilon,5958012,"(476242.74, 5696729.35, 478412.33, 5698980.0)"
Wülfte,51224,Brilon,5958012,"(470532.98, 5696724.15, 472566.43, 5698891.47)"
Elkeringhausen,51205,Winterberg,5958048,"(469128.22, 5671032.98, 472018.42, 5674098.6)"
Aplerbeck,51226,Dortmund,5913000,"(398347.96, 5702933.71, 401838.88, 5707659.65)"
Grönebach,51206,Winterberg,5958048,"(467011.96, 5673770.81, 472014.27, 5677587.31)"
Hildfeld,51207,Winterberg,5958048,"(468870.0, 5675655.76, 471781.25, 5678597.16)"
Lenneplätze,51208,Winterberg,5958048,"(462799.12, 5667958.78, 464257.14, 5669373.04)"
Niedersfeld,51209,Winterberg,5958048,"(465219.12, 5675785.86, 470940.36, 5680734.2)"
Bontkirchen,51212,Brilon,5958012,"(474638.7, 5687664.69, 477924.67, 5691069.12)"
Hoppecke,51213,Brilon,5958012,"(473426.24, 5689245.31, 477237.57, 5692959.93)"
Messinghausen,51215,Brilon,5958012,"(475648.81, 5690963.76, 480193.36, 5695013.43)"
Nehden,51216,Brilon,5958012,"(472884.28, 5696609.33, 476459.16, 5700117.84)"
Rösenbeck,51221,Brilon,5958012,"(475585.8, 5693988.77, 481297.35, 5697686.59)"
Scharfenberg,51222,Brilon,5958012,"(464156.52, 5695442.21, 469264.02, 5700007.33)"
Thülen,51223,Brilon,5958012,"(473221.1, 5694130.13, 477524.48, 5697807.82)"
Asseln,51227,Dortmund,5913000,"(400639.67, 5707021.12, 403147.72, 5711263.68)"
Berghofen,51228,Dortmund,5913000,"(396842.12, 5701922.93, 399384.44, 5705198.02)"
Kurl,51229,Dortmund,5913000,"(400365.29, 5710334.86, 402590.2, 5713545.28)"
Grevel,51230,Dortmund,5913000,"(398558.04, 5710773.34, 400985.98, 5714292.99)"
Husen,51233,Dortmund,5913000,"(401969.09, 5711136.8, 403422.83, 5713971.98)"
Lanstrop,51234,Dortmund,5913000,"(398557.15, 5712903.93, 402797.92, 5716056.25)"
Opherdicke,51235,Holzwickede,5978016,"(404972.53, 5703437.0, 407659.12, 5706830.3)"
Wambel,51245,Dortmund,5913000,"(396334.31, 5707155.39, 398340.95, 5710226.97)"
Wellinghofen,51246,Dortmund,5913000,"(394544.27, 5702070.62, 395999.7, 5703794.52)"
Deusen,51254,Dortmund,5913000,"(390417.74, 5710371.55, 391591.36, 5712464.56)"
Ellinghausen,51256,Dortmund,5913000,"(389784.94, 5712320.87, 391590.87, 5714915.09)"
Sodingen,51258,Herne,5916000,"(377629.32, 5709527.34, 380367.34, 5712278.75)"
Sönnern,51389,Werl,5974052,"(422610.83, 5713955.79, 425087.96, 5716652.62)"
Groppenbruch,51259,Dortmund,5913000,"(388607.34, 5715159.99, 390986.3, 5717740.59)"
Holthausen,51261,Herne,5916000,"(379480.19, 5709547.93, 381864.92, 5713055.04)"
Mengede,51264,Dortmund,5913000,"(386293.66, 5713251.91, 389468.12, 5716774.41)"
Nette,51266,Dortmund,5913000,"(387730.87, 5710862.89, 390452.59, 5714367.91)"
Schwieringhausen,51270,Dortmund,5913000,"(388931.6, 5714025.84, 391691.42, 5716074.64)"
Beckinghausen,51272,Lünen,5978024,"(399349.24, 5718458.02, 401845.2, 5720819.99)"
Heeren-Werve,51398,Kamen,5978020,"(408477.51, 5713325.84, 413413.23, 5716303.34)"
Hemmerde,51399,Unna,5978036,"(416383.13, 5707569.38, 419776.19, 5714826.28)"
Lünern,51400,Unna,5978036,"(412580.84, 5708108.57, 415022.01, 5713590.43)"
Derne,51275,Dortmund,5913000,"(395127.83, 5713379.87, 398642.18, 5716099.48)"
Eving,51276,Dortmund,5913000,"(392529.27, 5710680.58, 395902.52, 5714195.62)"
Gahmen,51277,Lünen,5978024,"(395934.64, 5716000.21, 398109.17, 5718344.54)"
Horstmar,51278,Lünen,5978024,"(397902.33, 5715378.26, 400818.92, 5719161.06)"
Hostedde,51279,Dortmund,5913000,"(397951.96, 5712564.35, 399318.7, 5715305.31)"
Lindenhorst,51281,Dortmund,5913000,"(391407.52, 5711239.41, 393010.7, 5713654.64)"
Lippholthausen,51282,Lünen,5978024,"(393272.97, 5718269.14, 395961.62, 5720607.45)"
Bövinghausen,51285,Dortmund,5913000,"(382230.45, 5707998.04, 384891.16, 5709432.19)"
Dellwig,51286,Dortmund,5913000,"(383705.61, 5707240.4, 386394.33, 5708393.64)"
Eichlinghofen,51288,Dortmund,5913000,"(387751.53, 5703645.06, 389927.93, 5706105.35)"
Kirchlinde,51290,Dortmund,5913000,"(385787.41, 5707924.44, 388184.52, 5710613.95)"
Lütgendortmund,51292,Dortmund,5913000,"(383089.94, 5705531.66, 386477.73, 5708384.1)"
Marten,51293,Dortmund,5913000,"(386261.8, 5706593.17, 389107.53, 5708769.39)"
Oespel,51294,Dortmund,5913000,"(386717.86, 5704067.15, 389080.46, 5707013.32)"
Rahm,51295,Dortmund,5913000,"(387464.67, 5708391.89, 388897.76, 5711281.77)"
Westrich,51297,Dortmund,5913000,"(384463.22, 5707988.24, 386205.83, 5709428.63)"
Garenfeld,51299,Hagen,5914000,"(395169.3, 5693946.81, 398130.52, 5697438.19)"
Geisecke,51300,Schwerte,5978028,"(401434.05, 5699324.76, 405141.9, 5702455.1)"
Holzen,51301,Dortmund,5913000,"(395156.54, 5699142.51, 399449.21, 5702098.29)"
Lichtendorf,51302,Dortmund,5913000,"(400983.06, 5702414.87, 403084.85, 5703997.21)"
Syburg,51303,Dortmund,5913000,"(393176.69, 5697133.63, 397275.01, 5700276.38)"
Villigst,51304,Schwerte,5978028,"(400683.93, 5697398.27, 404764.39, 5700438.46)"
Wandhofen,51305,Schwerte,5978028,"(398392.88, 5697304.28, 401078.26, 5699623.81)"
Westhofen,51306,Schwerte,5978028,"(396042.02, 5696006.15, 399017.18, 5699432.46)"
Breckerfeld,51307,Breckerfeld,5954004,"(385818.11, 5674685.18, 396823.42, 5686388.3)"
Dahl,51308,Hagen,5914000,"(393964.95, 5680317.29, 401426.31, 5687980.83)"
Gevelsberg,51310,Gevelsberg,5954012,"(381379.7, 5684897.56, 388217.22, 5688905.9)"
Haspe,51313,Hagen,5914000,"(388452.34, 5683235.13, 392032.26, 5692027.01)"
Ennepetal,51314,Ennepetal,5954008,"(381102.34, 5677672.26, 390714.95, 5687995.94)"
Vorhalle,51315,Hagen,5914000,"(387941.05, 5691395.54, 392399.24, 5695672.4)"
Westerbauer,51317,Hagen,5914000,"(386880.75, 5687250.57, 390135.66, 5691652.74)"
Herbeck,51325,Hagen,5914000,"(396610.38, 5690387.61, 398911.77, 5693828.48)"
Haßlinghausen,51330,Sprockhövel,5954028,"(377444.96, 5685024.31, 382748.91, 5689721.44)"
Hiddinghausen,51331,Sprockhövel,5954028,"(379741.39, 5689223.61, 382640.57, 5693362.94)"
Linderhausen,51332,Schwelm,5954024,"(378696.74, 5683777.27, 382124.02, 5686436.88)"
Wetter,51334,Wetter (Ruhr),5954032,"(387241.15, 5692628.6, 389201.64, 5695742.14)"
Asbeck,51343,Gevelsberg,5954012,"(381761.57, 5687824.19, 384441.17, 5690164.44)"
Bommern,51345,Witten,5954036,"(381947.56, 5695911.54, 385393.13, 5699308.56)"
Esborn,51346,Wetter (Ruhr),5954032,"(381334.95, 5691230.93, 385610.12, 5694978.29)"
Grundschöttel,51347,Wetter (Ruhr),5954032,"(384328.44, 5689620.38, 388322.29, 5693038.45)"
Silschede,51348,Gevelsberg,5954012,"(382317.78, 5688769.96, 385252.59, 5691904.58)"
Volmarstein,51349,Wetter (Ruhr),5954032,"(385938.64, 5691716.64, 388487.79, 5694705.64)"
Bausenhagen,51352,Fröndenberg/Ruhr,5978012,"(414598.35, 5705497.48, 418211.47, 5707629.14)"
Dellwig,51353,Fröndenberg/Ruhr,5978012,"(408371.89, 5702950.95, 410106.16, 5705816.23)"
Frömern,51354,Fröndenberg/Ruhr,5978012,"(411476.54, 5705481.52, 414764.81, 5708134.82)"
Hamm,51356,Hamm,5915000,"(413518.02, 5723885.73, 422281.31, 5729106.62)"
Bönen,51357,Bönen,5978008,"(410781.92, 5715650.52, 415761.86, 5719863.38)"
Bergkamen,51358,Bergkamen,5978004,"(404991.85, 5717132.95, 407250.94, 5721948.22)"
Derne,51360,Kamen,5978020,"(408889.7, 5716049.58, 411307.0, 5717526.04)"
Lerche,51363,Hamm,5915000,"(409015.56, 5718624.33, 411598.74, 5721998.87)"
Osterbönen,51365,Bönen,5978008,"(415656.49, 5717032.73, 418068.69, 5719669.34)"
Overberge,51366,Bergkamen,5978004,"(406467.05, 5717813.94, 409335.45, 5721977.27)"
Rottum,51368,Kamen,5978020,"(409185.41, 5717424.11, 411115.65, 5719030.0)"
Sandbochum,51370,Hamm,5915000,"(408326.33, 5721822.56, 411181.93, 5725256.47)"
Weetfeld,51371,Hamm,5915000,"(414456.82, 5719235.2, 418190.01, 5721355.83)"
Wiescherhöfen,51373,Hamm,5915000,"(414024.38, 5721796.7, 417705.98, 5724487.46)"
Allen,51374,Hamm,5915000,"(420328.59, 5716411.02, 423744.54, 5720823.35)"
Freiske,51378,Hamm,5915000,"(417666.38, 5717889.11, 419704.62, 5720833.2)"
Böckum,51447,Erwitte,5974016,"(446688.54, 5719248.21, 449357.02, 5721795.24)"
Frielinghausen,51379,Hamm,5915000,"(426013.14, 5722866.93, 427775.22, 5725829.17)"
Haaren,51380,Hamm,5915000,"(423825.9, 5726575.13, 426718.41, 5728940.69)"
