name,schluessel,gemeinde,gmdschl,bbox
Willich,53062,Willich,5166036,"(323993.88, 5679373.41, 334325.01, 5686160.37)"
Untensiebeneick,53067,Velbert,5158032,"(368214.11, 5684996.78, 369973.91, 5686523.96)"
Bruckhausen,53068,Hünxe,5170016,"(341190.76, 5717311.99, 348885.13, 5721562.71)"
Bucholtwelmen,53069,Hünxe,5170016,"(339590.18, 5720586.94, 344982.51, 5724369.84)"
Gartrop-Bühl,53071,Hünxe,5170016,"(345932.27, 5720913.99, 352660.72, 5726864.77)"
Hünxe,53072,Hünxe,5170016,"(343507.92, 5719250.31, 352501.18, 5725034.47)"
Görsicker,53073,Voerde (Niederrhein),5170044,"(336996.57, 5716532.85, 338926.83, 5718253.67)"
Löhnen,53074,Voerde (Niederrhein),5170044,"(335028.27, 5716836.72, 338543.4, 5719895.68)"
Alstaden,53085,Oberhausen,5119000,"(347800.85, 5701961.89, 350375.0, 5704190.45)"
Oberhausen-Dümpten,53091,Oberhausen,5119000,"(351739.28, 5702875.49, 354142.39, 5704689.27)"
Raadt,53093,Mülheim an der Ruhr,5117000,"(355195.54, 5695836.07, 357091.73, 5697988.59)"
Oberhausen-Styrum,53097,Oberhausen,5119000,"(350234.67, 5702922.41, 351876.52, 5703799.0)"
Garath,53106,Düsseldorf,5111000,"(352618.93, 5665755.04, 354840.93, 5668335.86)"
Himmelgeist,53107,Düsseldorf,5111000,"(345298.35, 5668000.65, 348121.77, 5673120.05)"
Itter-Holthausen,53108,Düsseldorf,5111000,"(346854.98, 5669329.23, 350420.61, 5672388.14)"
Urdenbach,53109,Düsseldorf,5111000,"(349464.8, 5666048.67, 353635.62, 5670454.77)"
Grafenberg,53117,Düsseldorf,5111000,"(347501.7, 5677454.61, 349264.22, 5680052.89)"
Lierenfeld,53120,Düsseldorf,5111000,"(346912.08, 5674212.02, 349020.15, 5676168.45)"
Hubbelrath,53122,Düsseldorf,5111000,"(351378.07, 5678277.95, 356301.22, 5682602.11)"
Meiersberg,53123,Ratingen,5158028,"(355426.95, 5682915.74, 359351.13, 5686078.76)"
Metzkausen,53124,Mettmann,5158024,"(355332.38, 5679227.38, 358946.95, 5683626.08)"
Kaiserswerth,53126,Düsseldorf,5111000,"(340850.95, 5684321.24, 343351.51, 5688118.09)"
Bockum,53127,Düsseldorf,5111000,"(340788.19, 5688247.15, 343368.51, 5690715.7)"
Altenessen,53136,Essen,5113000,"(359909.94, 5703879.12, 364344.25, 5709215.18)"
Karnap,53137,Essen,5113000,"(360248.84, 5708283.67, 362925.64, 5711126.75)"
Katernberg,53138,Essen,5113000,"(362772.04, 5705488.09, 366307.68, 5708569.57)"
Frillendorf,53139,Essen,5113000,"(363489.62, 5701956.02, 365549.41, 5704286.69)"
Huttrop,53140,Essen,5113000,"(362612.58, 5700312.43, 365325.83, 5702364.06)"
Kray,53141,Essen,5113000,"(364773.33, 5701814.84, 368198.48, 5705406.37)"
Leithe,53142,Essen,5113000,"(366619.38, 5701919.93, 369017.47, 5705017.29)"
Holsterhausen,53143,Essen,5113000,"(359124.41, 5699780.46, 361191.73, 5702128.43)"
Rüttenscheid,53144,Essen,5113000,"(358863.85, 5698118.56, 363011.71, 5700867.24)"
Schonnebeck,53145,Essen,5113000,"(364153.3, 5703965.68, 366402.78, 5705952.45)"
Stoppenberg,53146,Essen,5113000,"(362490.6, 5703436.8, 365122.49, 5707040.38)"
Altendorf,53147,Essen,5113000,"(357863.3, 5702125.66, 360278.51, 5704174.86)"
Borbeck,53148,Essen,5113000,"(356165.44, 5703245.59, 358393.11, 5706364.93)"
Essen,53149,Essen,5113000,"(359815.2, 5700560.79, 364144.15, 5704663.07)"
Stenden,53161,Kerken,5154028,"(319071.16, 5697992.97, 324344.56, 5701904.46)"
Geldern,53163,Geldern,5154012,"(313256.28, 5707418.12, 316951.56, 5712297.7)"
Hinsbeck,53164,Nettetal,5166016,"(307800.23, 5688415.59, 313277.2, 5693355.99)"
Issum,53165,Issum,5154020,"(318144.1, 5710057.28, 326579.61, 5717026.58)"
Kervenheim,53166,Kevelaer,5154032,"(311134.73, 5723083.14, 311889.23, 5724146.48)"
Twisteden,53171,Kevelaer,5154032,"(302965.98, 5712108.08, 307819.25, 5717404.62)"
Gohr,53357,Dormagen,5162004,"(338700.61, 5662033.9, 341751.54, 5665483.07)"
Leuth,53173,Nettetal,5166016,"(304274.55, 5688780.24, 309499.25, 5694168.37)"
Nieukerk,53174,Kerken,5154028,"(313540.81, 5702158.57, 320699.03, 5707764.85)"
Pont,53176,Geldern,5154012,"(309974.95, 5705264.4, 313773.56, 5711096.24)"
Veert,53177,Geldern,5154012,"(309912.28, 5710064.19, 314028.45, 5713764.5)"
Vernum,53179,Geldern,5154012,"(313985.26, 5706438.74, 319482.36, 5711358.15)"
Wachtendonk,53181,Wachtendonk,5154060,"(312947.86, 5695302.71, 318958.39, 5702964.92)"
Walbeck,53182,Geldern,5154012,"(305817.82, 5707129.35, 311715.07, 5714288.02)"
Herongen,53183,Straelen,5154052,"(306357.54, 5692829.38, 310375.58, 5697975.8)"
Kalbeck,53185,Weeze,5154064,"(305835.85, 5724418.0, 310182.87, 5728913.26)"
Wissen,53187,Weeze,5154064,"(304129.13, 5718699.36, 310025.95, 5723670.81)"
Pesch,53189,Korschenbroich,5162020,"(326396.07, 5672331.9, 328663.07, 5674894.29)"
Hardt-Alte,53193,Mönchengladbach,5116000,"(312233.65, 5673389.3, 316556.24, 5678614.8)"
Liedberg,53195,Korschenbroich,5162020,"(326751.95, 5668235.64, 329643.49, 5672587.14)"
Neersen,53196,Willich,5166036,"(319550.68, 5679086.16, 325233.21, 5684254.03)"
Rheydt,53199,Mönchengladbach,5116000,"(318181.05, 5669816.35, 324782.27, 5674131.47)"
Giesenkirchen,53200,Mönchengladbach,5116000,"(322920.7, 5668846.39, 325704.74, 5672436.42)"
Schiefbahn,53202,Willich,5166036,"(324546.91, 5677481.01, 330519.77, 5681886.55)"
Elsen,53205,Grevenbroich,5162008,"(327834.42, 5661971.92, 331860.52, 5665783.53)"
Elfgen,53206,Grevenbroich,5162008,"(326260.35, 5661065.26, 328868.62, 5663409.94)"
Laach,53207,Grevenbroich,5162008,"(328629.92, 5661138.7, 330431.18, 5662639.3)"
Hoeningen,53209,Rommerskirchen,5162028,"(335217.26, 5661112.68, 339897.87, 5664761.46)"
Oekoven,53210,Rommerskirchen,5162028,"(334945.36, 5658377.38, 339491.19, 5662455.04)"
Frimmersdorf,53211,Grevenbroich,5162008,"(328036.96, 5655052.11, 332317.82, 5659550.3)"
Neurath,53212,Grevenbroich,5162008,"(329833.69, 5654652.37, 334415.51, 5658277.22)"
Garzweiler,53213,Jüchen,5162012,"(321884.34, 5656888.78, 327412.82, 5663536.4)"
Allrath,53214,Grevenbroich,5162008,"(331745.57, 5657567.25, 335052.39, 5661956.85)"
Barrenstein,53215,Grevenbroich,5162008,"(332698.24, 5659816.03, 336007.67, 5662762.43)"
Neuenhausen,53217,Grevenbroich,5162008,"(330316.33, 5658761.74, 332822.95, 5661730.35)"
Reichswalde,53481,Kleve,5154036,"(298284.27, 5735921.76, 301640.87, 5739317.34)"
Gindorf,53218,Grevenbroich,5162008,"(326620.6, 5658314.35, 330607.72, 5660305.0)"
Altenbödingen,54003,Hennef (Sieg),5382020,"(379123.98, 5626003.48, 384816.21, 5629315.24)"
Gustorf,53219,Grevenbroich,5162008,"(326678.1, 5659577.06, 331062.34, 5661741.14)"
Kurscheid,54039,Hennef (Sieg),5382020,"(379366.33, 5619854.85, 381834.73, 5623916.66)"
Lauthausen,54040,Hennef (Sieg),5382020,"(381082.46, 5625403.19, 385221.04, 5628787.11)"
Leuscheid,54041,Windeck,5382076,"(394737.78, 5621675.32, 402591.45, 5627327.63)"
Lichtenberg,54042,Hennef (Sieg),5382020,"(380834.09, 5620104.8, 384435.02, 5623879.42)"
Linkenbach,54043,Eitorf,5382016,"(388060.3, 5618936.84, 394673.31, 5624656.16)"
Lohmar,54044,Lohmar,5382028,"(372583.39, 5630380.83, 377663.46, 5635024.53)"
Löbach,54045,Much,5382036,"(385982.9, 5633387.02, 390404.9, 5638783.23)"
Lülsdorf,54046,Niederkassel,5382044,"(357693.55, 5631595.15, 363561.09, 5634964.76)"
Kapellen,53220,Grevenbroich,5162008,"(332193.12, 5665143.61, 335854.74, 5668557.75)"
Hemmerden,53221,Grevenbroich,5162008,"(330329.71, 5664385.18, 334805.71, 5669597.1)"
Hoisten,53222,Neuss,5162024,"(336493.04, 5666966.24, 339955.99, 5669919.44)"
Neukirchen,53223,Grevenbroich,5162008,"(334610.27, 5663587.34, 340075.37, 5668631.09)"
Kelzenberg,53225,Jüchen,5162012,"(322736.7, 5664800.06, 327394.32, 5669483.08)"
Hochneukirch,53226,Jüchen,5162012,"(320389.8, 5659236.75, 323850.89, 5666027.41)"
Wanlo,53227,Mönchengladbach,5116000,"(316914.39, 5662523.0, 321033.73, 5664910.53)"
Kleinehöhe,53232,Velbert,5158032,"(365309.98, 5684139.18, 367684.48, 5685406.86)"
Boisheim,53233,Viersen,5166032,"(309156.83, 5682051.62, 312561.35, 5684971.62)"
Hüls,53244,Krefeld,5114000,"(324515.43, 5690475.84, 328589.98, 5697514.29)"
Kaldenkirchen,53245,Nettetal,5166016,"(301625.33, 5686462.49, 306705.76, 5691195.66)"
Mehrhoog,53248,Hamminkeln,5170012,"(326209.09, 5732917.87, 330490.57, 5737727.34)"
Oedt,53250,Grefrath,5166008,"(315577.56, 5686960.76, 319220.58, 5695322.82)"
St.Tönis,53253,Tönisvorst,5166028,"(322928.35, 5686730.91, 326922.95, 5691690.27)"
Süchteln,53254,Viersen,5166032,"(312685.41, 5682295.51, 320472.0, 5688950.36)"
Tönisberg,53255,Kempen,5166012,"(323716.79, 5697028.4, 328595.05, 5700016.6)"
Vorst,53256,Tönisvorst,5166028,"(317975.55, 5683835.94, 325857.55, 5690939.32)"
Burg,53257,Solingen,5122000,"(368161.27, 5664154.42, 372232.42, 5668752.1)"
Erkrath,53261,Erkrath,5158004,"(351394.3, 5673316.33, 356412.03, 5678932.48)"
Hasselbeck,53262,Ratingen,5158028,"(350075.32, 5681344.61, 356025.8, 5684322.08)"
Lennep,53263,Remscheid,5120000,"(376427.59, 5670444.96, 380803.04, 5674687.43)"
Lüttringhausen,53264,Remscheid,5120000,"(371658.57, 5672672.19, 379290.04, 5676529.98)"
Kuhlendahl,53265,Velbert,5158032,"(365336.62, 5686162.47, 369154.9, 5688632.22)"
Remscheid,53266,Remscheid,5120000,"(369305.7, 5667282.52, 377269.23, 5674437.58)"
Ronsdorf,53267,Wuppertal,5124000,"(371704.32, 5674867.62, 378313.17, 5680073.81)"
Neviges,53268,Velbert,5158032,"(365565.29, 5684927.07, 368462.66, 5687433.46)"
Fünfzehnhöfe,53269,Remscheid,5120000,"(376929.27, 5668739.49, 381620.37, 5674243.83)"
Nordrath,53270,Velbert,5158032,"(369745.46, 5686070.35, 372455.57, 5688856.17)"
Haan,53271,Haan,5158008,"(357428.64, 5670871.67, 363648.36, 5675718.54)"
Bergisch Born,53272,Remscheid,5120000,"(377964.69, 5667216.41, 381837.66, 5672263.62)"
Gruiten,53273,Haan,5158008,"(359057.08, 5674745.48, 363075.85, 5678822.66)"
Hochdahl,53274,Erkrath,5158004,"(354794.23, 5673352.81, 359981.59, 5677225.46)"
Obgruiten,53275,Haan,5158008,"(361139.37, 5675134.91, 363986.16, 5677486.6)"
Alpen,53284,Alpen,5170004,"(326405.29, 5715563.55, 328867.96, 5718702.53)"
Alpsray,53285,Rheinberg,5170032,"(329286.66, 5711391.29, 330698.85, 5713626.95)"
Stockem,54075,Niederkassel,5382044,"(364476.67, 5631235.91, 366227.12, 5633027.64)"
Bönninghardt,53286,Alpen,5170004,"(324295.2, 5715348.2, 327687.15, 5719036.23)"
Drüpt,53287,Alpen,5170004,"(328089.84, 5716007.65, 331143.56, 5718596.2)"
Huck,53288,Alpen,5170004,"(327741.59, 5714409.02, 329948.21, 5716898.39)"
Millingen,53289,Rheinberg,5170032,"(330104.37, 5715016.47, 331488.93, 5716647.17)"
Baerl,53290,Duisburg,5112000,"(335363.89, 5703394.45, 342070.36, 5710654.41)"
Budberg,53291,Rheinberg,5170032,"(333915.62, 5709511.82, 337191.4, 5713732.01)"
Uckendorf,54078,Niederkassel,5382044,"(363050.72, 5630922.45, 365159.84, 5632796.78)"
Uckerath,54079,Hennef (Sieg),5382020,"(384031.47, 5618725.64, 389794.93, 5622309.37)"
Eversael,53292,Rheinberg,5170032,"(335729.68, 5711478.54, 338155.2, 5715361.63)"
Rheinhausen,53297,Duisburg,5112000,"(337412.73, 5693527.35, 343148.79, 5701006.37)"
Kaldenhausen,53302,Duisburg,5112000,"(335508.41, 5694964.86, 338206.86, 5697075.09)"
Hoerstgen,53307,Kamp-Lintfort,5170020,"(322994.37, 5707988.92, 325256.7, 5711786.32)"
Marienbaum,53309,Xanten,5170052,"(317214.84, 5729746.77, 320288.28, 5732314.05)"
Schwafheim,53316,Moers,5170024,"(334902.21, 5697809.94, 337785.17, 5700610.32)"
Borth,53321,Rheinberg,5170032,"(329932.9, 5717049.74, 332418.08, 5721704.17)"
Ossenberg,53322,Rheinberg,5170032,"(330883.93, 5715360.56, 333638.58, 5718617.26)"
Wallach,53323,Rheinberg,5170032,"(330652.36, 5718316.26, 333609.57, 5722086.02)"
Winterswick,53326,Rheinberg,5170032,"(333251.25, 5710651.95, 335364.13, 5712234.73)"
Rayen,53327,Neukirchen-Vluyn,5170028,"(326777.55, 5702123.42, 329417.19, 5706300.16)"
Vluynbusch,53329,Neukirchen-Vluyn,5170028,"(326209.21, 5702025.81, 328145.76, 5706146.86)"
Hamb,53331,Sonsbeck,5170040,"(317694.89, 5715331.49, 321051.28, 5717950.52)"
Bönning,53334,Alpen,5170004,"(327605.03, 5718281.22, 330127.36, 5719450.74)"
Büttgen,53346,Kaarst,5162016,"(329558.71, 5672411.25, 335555.87, 5678078.06)"
Dormagen,53347,Dormagen,5162004,"(346020.52, 5660349.97, 351823.05, 5665286.67)"
Hackenbroich,53348,Dormagen,5162004,"(343138.94, 5657200.3, 348196.48, 5662599.2)"
Glehn,53349,Korschenbroich,5162020,"(328466.69, 5668332.89, 334086.53, 5672950.69)"
Grefrath,53350,Neuss,5162024,"(333187.02, 5669287.6, 337024.3, 5673147.72)"
Uedesheim,53352,Neuss,5162024,"(343963.11, 5669480.23, 346087.46, 5672103.09)"
Heerdt,53353,Düsseldorf,5111000,"(338635.7, 5676657.82, 344219.25, 5680802.0)"
Frixheim-Anstel,53356,Rommerskirchen,5162028,"(338379.34, 5658025.56, 342848.34, 5661505.96)"
Nettesheim-Butzheim,53358,Rommerskirchen,5162028,"(337270.54, 5655839.1, 343112.5, 5659480.68)"
Nievenheim,53360,Dormagen,5162004,"(340743.64, 5662774.03, 346290.41, 5668517.23)"
Straberg,53361,Dormagen,5162004,"(341575.91, 5659435.94, 346222.73, 5663884.65)"
Rosellen,53363,Neuss,5162024,"(339607.08, 5665291.51, 344098.77, 5669036.15)"
Rommerskirchen,53364,Rommerskirchen,5162028,"(333568.21, 5653975.53, 340875.97, 5659675.49)"
Borghees,53366,Emmerich am Rhein,5154008,"(306864.32, 5748010.6, 310513.25, 5750219.13)"
Lackhausen,53368,Wesel,5170048,"(334777.7, 5727228.13, 339400.47, 5730431.95)"
Klein-Netterden,53371,Emmerich am Rhein,5154008,"(309995.07, 5746008.57, 314867.32, 5750619.66)"
Groin,53372,Rees,5154044,"(320686.16, 5738522.22, 322907.38, 5741170.42)"
Heeren-Herken,53375,Rees,5154044,"(322630.56, 5739561.09, 325721.95, 5742427.76)"
Loikum,53376,Hamminkeln,5170012,"(329971.04, 5736320.39, 333920.34, 5741052.18)"
Wertherbruch,53377,Hamminkeln,5170012,"(326915.14, 5737596.05, 331893.86, 5743551.46)"
Empel,53380,Rees,5154044,"(320333.18, 5740043.98, 324258.0, 5742591.55)"
Hardt-Neue,53382,Mönchengladbach,5116000,"(315183.81, 5672922.9, 318001.24, 5677321.88)"
Bergswick,53385,Rees,5154044,"(321603.54, 5736826.0, 325332.52, 5739191.51)"
Esserden,53386,Rees,5154044,"(317465.84, 5738275.46, 319826.29, 5741076.56)"
Reesereyland,53387,Rees,5154044,"(320755.71, 5734532.51, 323300.52, 5737653.44)"
Speldrop,53389,Rees,5154044,"(318901.83, 5738668.53, 320609.14, 5740538.9)"
Bislich,53390,Wesel,5170048,"(324505.72, 5726307.0, 330605.04, 5733189.52)"
Seligenthal,54090,Siegburg,5382060,"(377722.24, 5627886.13, 379232.97, 5629786.97)"
Süchterscheid,54091,Hennef (Sieg),5382020,"(385039.4, 5619842.19, 388887.97, 5624710.28)"
Diersfordt,53391,Wesel,5170048,"(328856.64, 5727922.29, 332139.81, 5731926.38)"
Ringenberg,53394,Hamminkeln,5170012,"(333327.93, 5733204.19, 336654.11, 5738911.12)"
Krudenburg,53397,Hünxe,5170016,"(343585.67, 5724139.64, 345691.08, 5725765.34)"
Damm,53398,Schermbeck,5170036,"(345347.78, 5725465.52, 350216.81, 5733179.62)"
Drevenack,53400,Hünxe,5170016,"(338891.11, 5723954.17, 346353.41, 5731748.94)"
Overbeck,53401,Schermbeck,5170036,"(349971.34, 5730235.35, 352870.21, 5733964.24)"
Schermbeck,53402,Schermbeck,5170036,"(350965.58, 5727534.17, 353528.12, 5730347.7)"
Weselerwald,53403,Schermbeck,5170036,"(341086.68, 5730113.73, 345827.47, 5734094.53)"
Bienen,53404,Rees,5154044,"(317473.94, 5740116.17, 320736.2, 5744800.75)"
Grietherbusch,53406,Rees,5154044,"(315158.05, 5740992.72, 318040.88, 5743812.59)"
Isenbügel,53415,Heiligenhaus,5158012,"(356359.84, 5688420.65, 359529.93, 5690735.29)"
Ohligs,53416,Solingen,5122000,"(356693.66, 5667422.88, 363702.5, 5672405.16)"
Baumberg,53417,Monheim am Rhein,5158026,"(349982.61, 5663798.26, 353951.49, 5666601.93)"
Monheim,53418,Monheim am Rhein,5158026,"(349614.59, 5659129.45, 355057.51, 5664117.65)"
Leubeck,53419,Heiligenhaus,5158012,"(357668.17, 5684868.05, 360559.2, 5689491.77)"
Tüschen,53420,Heiligenhaus,5158012,"(358419.85, 5689923.04, 361376.33, 5691705.23)"
Flandersbach,53421,Wülfrath,5158036,"(359199.49, 5683896.02, 362247.86, 5687974.49)"
Oberdüssel,53422,Wülfrath,5158036,"(364606.93, 5681018.56, 367444.54, 5684653.01)"
Rützkausen,53423,Wülfrath,5158036,"(361515.87, 5685383.08, 364373.42, 5687773.96)"
Reusrath,53424,Langenfeld (Rhld.),5158020,"(354900.87, 5659267.22, 359166.07, 5663181.54)"
Berghausen,53425,Langenfeld (Rhld.),5158020,"(353274.18, 5662833.51, 356135.28, 5667502.77)"
Richrath,53426,Langenfeld (Rhld.),5158020,"(355184.11, 5664942.23, 358256.7, 5668175.47)"
Wiescheid,53427,Langenfeld (Rhld.),5158020,"(357524.55, 5665244.99, 359954.59, 5668394.56)"
Außenbürgerschaft,53434,Remscheid,5120000,"(376053.3, 5671454.38, 377774.4, 5673438.95)"
Burgaltendorf,53435,Essen,5113000,"(367231.4, 5696745.26, 370516.88, 5699438.67)"
Fulerum,53436,Mülheim an der Ruhr,5117000,"(355817.42, 5697933.58, 358184.96, 5701066.53)"
Winkhausen,53437,Mülheim an der Ruhr,5117000,"(354025.12, 5699840.41, 357852.73, 5702048.65)"
Styrum,53438,Mülheim an der Ruhr,5117000,"(348945.23, 5700657.43, 352591.0, 5702998.22)"
Selbeck,53439,Mülheim an der Ruhr,5117000,"(348561.42, 5691061.4, 353310.19, 5694374.32)"
Ickten,53440,Mülheim an der Ruhr,5117000,"(353733.69, 5693414.7, 357070.15, 5696390.2)"
Vogelheim,53441,Essen,5113000,"(357436.5, 5704686.02, 361009.97, 5708442.57)"
Gerschede,53442,Essen,5113000,"(356154.03, 5704586.12, 357686.68, 5706729.12)"
Dellwig,53443,Essen,5113000,"(354187.79, 5705042.45, 357851.51, 5707381.67)"
Frintrop,53444,Essen,5113000,"(353772.99, 5704487.68, 355747.41, 5706006.55)"
Bedingrade,53445,Essen,5113000,"(353830.87, 5702294.56, 356834.84, 5705456.68)"
Bochold,53446,Essen,5113000,"(357509.66, 5703193.02, 360321.11, 5705680.75)"
Schönebeck,53447,Essen,5113000,"(355137.14, 5701577.75, 358304.07, 5703549.65)"
Frohnhausen,53448,Essen,5113000,"(357582.49, 5700354.56, 360227.4, 5702695.61)"
Fulerum,53449,Essen,5113000,"(357581.56, 5698856.91, 359059.07, 5700623.11)"
Freisenbruch,53452,Essen,5113000,"(367068.22, 5700526.3, 369956.28, 5702827.87)"
Horst,53453,Essen,5113000,"(366637.45, 5699199.76, 370309.27, 5701193.39)"
Schuir,53457,Essen,5113000,"(356881.28, 5693979.09, 359684.6, 5698307.74)"
Oberhausen-Borbeck,53459,Oberhausen,5119000,"(352860.99, 5704652.75, 355717.06, 5707125.81)"
Golzheim,53460,Düsseldorf,5111000,"(342654.62, 5678360.25, 345462.14, 5681407.85)"
Derendorf,53461,Düsseldorf,5111000,"(343982.37, 5678073.37, 347533.42, 5681409.2)"
Mörsenbroich,53462,Düsseldorf,5111000,"(345612.28, 5679204.18, 348181.94, 5681409.78)"
Pempelfort,53463,Düsseldorf,5111000,"(344905.83, 5676397.78, 346348.58, 5679208.49)"
Flingern,53464,Düsseldorf,5111000,"(345818.21, 5675981.81, 349276.53, 5679267.22)"
Oberbilk,53465,Düsseldorf,5111000,"(344830.82, 5674921.3, 348331.6, 5677127.28)"
Unterbilk,53466,Düsseldorf,5111000,"(342822.7, 5673491.44, 345589.45, 5676510.64)"
Neustadt,53467,Düsseldorf,5111000,"(343393.87, 5675944.08, 344450.22, 5676555.34)"
Bimmen,53473,Kleve,5154036,"(296948.48, 5748211.0, 299860.58, 5750137.76)"
Düffelward,53474,Kleve,5154036,"(298489.36, 5744607.42, 301271.7, 5746842.57)"
Grietherort,53476,Rees,5154044,"(314021.38, 5740801.58, 316397.96, 5743186.01)"
Nütterden,53477,Kranenburg,5154040,"(296043.33, 5739445.33, 299334.95, 5743799.61)"
Frasselt,53478,Kranenburg,5154040,"(292317.95, 5736094.25, 297029.76, 5740669.0)"
Materborn,53479,Kleve,5154036,"(296089.5, 5735212.53, 301946.32, 5742284.54)"
Hau,53480,Bedburg-Hau,5154004,"(300872.84, 5735009.07, 306038.1, 5739726.26)"
Nergena,53482,Goch,5154016,"(294793.49, 5731973.26, 299547.43, 5736781.54)"
Nierswalde,53483,Goch,5154016,"(298889.52, 5732643.71, 303637.95, 5736593.5)"
Uedemerbruch,53484,Uedem,5154056,"(313066.37, 5723957.24, 318964.65, 5730667.28)"
Altenrath,54004,Troisdorf,5382068,"(369385.34, 5633642.57, 374348.81, 5637440.05)"
Berghausen,54006,Königswinter,5382024,"(378671.85, 5616354.56, 381668.61, 5618676.69)"
Bergheim-Müllekoven,54007,Troisdorf,5382068,"(364412.19, 5625034.83, 367830.16, 5628206.17)"
Birlinghoven,54008,Sankt Augustin,5382056,"(372887.25, 5622376.15, 375680.51, 5624148.95)"
Blankenberg,54009,Hennef (Sieg),5382020,"(383711.98, 5623455.44, 386804.39, 5626719.67)"
Braschoß,54011,Siegburg,5382060,"(375374.75, 5627979.43, 380995.63, 5632102.81)"
Breidt,54012,Lohmar,5382028,"(377318.26, 5633693.99, 380335.27, 5636595.02)"
Buisdorf,54014,Sankt Augustin,5382056,"(374673.34, 5624812.44, 376329.93, 5628255.5)"
Heisterbacherrott,54028,Königswinter,5382024,"(374099.62, 5616591.12, 375502.21, 5618993.49)"
Herkenrath,54030,Neunkirchen-Seelscheid,5382040,"(378942.33, 5631470.26, 381826.14, 5636139.82)"
Honrath,54031,Lohmar,5382028,"(374683.4, 5638823.76, 380563.69, 5643339.94)"
Honnef,54033,Bad Honnef,5382008,"(372749.62, 5609466.01, 379663.49, 5615315.09)"
Höhe,54034,Windeck,5382076,"(392094.93, 5628020.06, 395681.13, 5631969.91)"
Ittenbach,54036,Königswinter,5382024,"(376216.99, 5614701.87, 379755.49, 5617071.92)"
Kohlberg,54037,Windeck,5382076,"(401320.03, 5628668.3, 405813.48, 5632339.26)"
Königswinter,54038,Königswinter,5382024,"(371511.8, 5613726.68, 376285.09, 5616806.04)"
Meindorf,54048,Sankt Augustin,5382056,"(367820.66, 5625807.72, 370086.16, 5627757.93)"
Merten,54049,Eitorf,5382016,"(385798.65, 5623670.64, 389811.73, 5629387.57)"
Miebach,54050,Much,5382036,"(388047.97, 5641329.9, 391899.67, 5645200.07)"
Mondorf,54051,Niederkassel,5382044,"(362644.38, 5625711.55, 365307.31, 5629219.41)"
Niederkassel,54054,Niederkassel,5382044,"(360781.73, 5629617.92, 363862.54, 5632922.21)"
Rauschendorf,54063,Königswinter,5382024,"(373476.02, 5620999.01, 376848.42, 5623248.31)"
Rheidt,54064,Niederkassel,5382044,"(361137.27, 5626815.91, 365734.14, 5631181.14)"
Scheiderhöhe,54067,Lohmar,5382028,"(372901.5, 5634926.69, 376902.87, 5639702.64)"
Siegburg-Mülldorf,54070,Sankt Augustin,5382056,"(371381.03, 5625878.85, 373525.32, 5628161.19)"
Söntgerath,54072,Neunkirchen-Seelscheid,5382040,"(381697.55, 5634139.31, 385479.77, 5637228.46)"
Vinxel,54081,Königswinter,5382024,"(372301.46, 5618985.2, 374331.13, 5622091.89)"
Wersch,54085,Much,5382036,"(388356.94, 5636221.24, 391863.71, 5640797.77)"
Winterscheid,54087,Ruppichteroth,5382052,"(382743.62, 5628520.5, 387627.44, 5631935.41)"
Wolsdorf,54089,Siegburg,5382060,"(373953.73, 5627832.94, 376666.42, 5630638.18)"
Adendorf,54101,Wachtberg,5382072,"(361292.68, 5607191.88, 365276.91, 5610971.46)"
Arzdorf,54104,Wachtberg,5382072,"(363752.04, 5607493.65, 366379.44, 5609135.96)"
Berkum,54105,Wachtberg,5382072,"(366508.81, 5608211.98, 368913.09, 5610737.16)"
Buschhoven,54109,Swisttal,5382064,"(355602.74, 5614978.06, 358446.82, 5618359.55)"
Essig,54112,Swisttal,5382064,"(349734.64, 5613160.5, 352059.64, 5614787.57)"
Flerzheim,54113,Rheinbach,5382048,"(355937.55, 5610535.96, 360023.11, 5615412.79)"
Fritzdorf,54115,Wachtberg,5382072,"(363157.23, 5605519.54, 366658.49, 5608795.15)"
Gimmersdorf,54117,Wachtberg,5382072,"(366992.25, 5610324.9, 369520.6, 5611907.73)"
Heimerzheim,54119,Swisttal,5382064,"(350892.03, 5617638.14, 356583.44, 5622332.81)"
Hersel,54120,Bornheim,5382012,"(360401.49, 5624397.35, 363678.93, 5627362.29)"
Holzem,54122,Wachtberg,5382072,"(364913.68, 5608652.98, 366826.65, 5610707.34)"
Impekoven,54123,Alfter,5382004,"(357194.13, 5617075.22, 360533.21, 5620148.42)"
Kardorf-Hemmerich,54125,Bornheim,5382012,"(352067.95, 5622198.73, 355660.96, 5627227.0)"
Ludendorf,54130,Swisttal,5382064,"(348798.84, 5613844.83, 352359.31, 5616179.34)"
Lüftelberg,54131,Meckenheim,5382032,"(358162.22, 5611879.33, 360456.76, 5614607.19)"
Laffeld,54571,Heinsberg (Rhld.),5370016,"(292483.31, 5656687.24, 294741.85, 5659487.82)"
Miel,54136,Swisttal,5382064,"(351700.01, 5613532.76, 355850.12, 5618146.78)"
Morenhoven,54137,Swisttal,5382064,"(353890.45, 5613347.13, 357833.03, 5616515.71)"
Niederbachem,54140,Wachtberg,5382072,"(370306.71, 5609400.62, 372388.97, 5612792.48)"
Niederdrees,54141,Rheinbach,5382048,"(351521.27, 5612201.54, 354481.06, 5614306.83)"
